vehicle_id,vehicle_brand,vehicle_model,vehicle_type,manufacturing_year,battery_manufacturer,battery_chemistry,battery_capacity_kwh,drive_type,odometer_km,vehicle_age_years,fleet_or_private,battery_serial,cycle_count,battery_health_percent,state_of_charge,depth_of_discharge,state_of_health,cell_voltage_avg,cell_voltage_std,pack_voltage,cell_temperature_avg,cell_temperature_max,internal_resistance,charge_efficiency,discharge_efficiency,remaining_capacity,capacity_loss_percent,charging_cycles_last_month,fast_charge_ratio,slow_charge_ratio,average_charge_power_kw,average_charging_time,overnight_charging_ratio,home_charging_ratio,charging_interruptions,overcharge_events,average_speed,average_trip_distance,aggressive_acceleration_score,hard_braking_score,regenerative_braking_usage,highway_driving_ratio,city_driving_ratio,daily_distance,average_ambient_temperature,maximum_temperature,minimum_temperature,humidity,altitude,terrain_type,dust_exposure,last_service_days,cooling_system_health,firmware_updates,previous_faults,maintenance_score,thermal_runaway_risk,voltage_imbalance,temperature_variance,sensor_fault_count,BMS_warning_count,abnormal_voltage_events,battery_stress_index,aging_score,thermal_health_score,charging_quality_score,driving_stress_score,predicted_remaining_life_cycles,battery_failure
EV102055,Hyundai,Kona Electric,Van,2018,Envision AESC,,87.16,RWD,125676.0,8.48,Private,BAT-10002055,1090,90.46,45.81,42.94,90.71,3.541,0.001,304.53,31.81,43.36,0.365,96.31,96.22,78.84,9.54,31,0.58,0.17,127.8,49.02,0.63,,1,0,56.57,99.85,79.16,83.82,75.71,0.44,0.82,121.65,-0.22,11.1,-11.53,25.93,1878.38,Flat,35.57,527.3,87.27,15,1,76.91,15.33,5.35,,1,2,0,60.01,65.08,84.44,82.18,56.8,8616,0
EV102056,Hyundai,Kona Electric,Van,2024,Envision AESC,LMO,103.07,RWD,117187.1,,Private,BAT-10002056,696,90.98,45.2,,89.92,3.584,0.0006,340.48,27.29,45.32,0.269,96.7,95.63,93.77,9.02,23,0.27,0.57,79.27,110.56,0.3,0.81,0,0,101.23,139.19,73.94,75.97,4.99,0.89,0.49,205.3,43.07,57.69,31.9,60.79,1127.01,Coastal,46.95,847.6,81.33,0,2,58.87,11.83,,2.25,2,0,0,30.39,30.7,89.99,100.0,74.96,10156,0
EV102057,Audi,Q4 e-tron,Crossover,2023,Northvolt,NMC,124.49,FWD,76359.7,2.64,Fleet,BAT-10002057,1032,83.39,28.01,34.1,82.23,3.526,0.0259,320.87,25.19,34.2,0.365,95.88,95.91,103.81,16.61,13,0.15,0.78,21.48,293.56,0.72,0.05,3,,29.84,109.27,98.7,8.67,21.56,0.97,0.53,126.19,-24.11,-18.65,-42.4,51.77,2290.46,Desert,81.29,37.5,,25,0,97.37,9.26,37.6,,1,2,0,62.94,36.69,94.45,81.72,56.48,7773,0
EV102058,Mercedes-Benz,EQA,Sedan,2020,LG Energy Solution,LFP,38.24,FWD,169029.5,6.18,Private,BAT-10002058,1544,83.38,49.01,76.97,82.97,3.645,0.0134,360.86,31.18,43.94,0.336,97.12,96.97,31.88,16.62,18,0.42,0.4,18.06,130.42,0.49,,,0,20.4,69.53,36.5,24.93,37.22,0.54,0.01,35.5,47.34,54.36,,97.96,191.99,Hilly,52.72,988.7,77.97,28,1,63.36,17.88,21.68,0.0,0,1,2,29.08,51.94,79.12,88.07,21.27,7768,0
EV102059,Tata,Tiago EV,Truck,2015,LG Energy Solution,NMC,48.11,RWD,130779.0,11.55,Private,BAT-10002059,1217,73.65,25.42,53.62,74.89,3.665,0.0066,318.86,,23.68,0.603,95.03,93.88,35.43,26.35,6,0.31,0.69,69.2,58.61,0.19,0.32,2,1,98.27,113.01,43.24,97.85,,0.39,0.48,44.61,9.51,21.04,0.98,37.83,1706.86,Coastal,9.19,111.0,85.15,19,0,87.2,10.97,8.71,14.17,0,2,0,47.39,89.87,89.92,,43.63,6806,0
EV102060,Porsche,,Hatchback,2021,BYD Battery,NMC,106.55,RWD,148554.0,5.17,Fleet,BAT-10002060,1570,89.94,81.21,,89.18,3.7,0.0313,325.6,42.48,62.66,0.302,97.71,96.56,95.83,10.06,1,0.41,0.49,100.29,79.42,0.6,0.58,1,0,118.02,37.56,45.0,74.16,22.12,0.08,,22.69,33.4,42.37,27.94,21.24,1906.37,Desert,71.77,,93.26,5,1,36.7,56.51,43.43,29.26,0,1,2,50.67,54.42,41.37,82.45,47.48,9085,0
EV102061,Lucid,Air,Sedan,2019,Northvolt,LFP,73.1,AWD,124656.9,7.11,Private,BAT-10002061,880,86.4,81.06,72.79,87.46,3.663,0.0152,347.98,33.31,54.48,0.425,95.88,96.88,63.16,13.6,4,0.2,0.65,108.45,57.06,0.65,0.21,1,0,112.84,90.33,73.72,75.69,6.3,0.22,0.69,131.52,42.04,57.1,30.65,60.5,,Coastal,29.46,638.9,75.29,16,2,75.66,42.08,25.4,12.44,0,2,0,42.74,49.18,58.31,94.12,60.25,9270,0
EV102062,Hyundai,Ioniq 5,Van,2022,,NMC,58.42,AWD,158983.2,3.96,Private,BAT-10002062,1512,79.0,18.73,38.58,74.92,3.552,0.0014,273.5,19.98,37.38,0.398,96.27,95.68,46.15,21.0,17,0.32,0.5,84.82,62.56,0.88,0.49,1,0,105.69,125.78,26.01,5.31,13.52,0.84,0.1,,3.18,15.55,-3.36,53.27,1857.56,Hilly,83.27,369.5,93.03,14,3,70.08,3.91,8.07,32.94,0,0,1,43.88,57.7,100.0,92.11,40.93,7262,0
EV102063,BYD,Seal,Van,2021,BYD Battery,NMC,35.47,AWD,160737.8,4.68,Private,BAT-10002063,1114,89.37,37.68,38.12,89.35,3.664,0.0098,271.14,23.8,36.43,0.357,96.96,95.5,31.7,10.63,32,0.09,0.78,31.69,,0.56,0.65,0,0,112.63,101.43,15.94,74.16,24.15,0.86,0.6,119.08,36.99,52.27,25.17,89.85,1124.59,Hilly,41.21,496.4,79.25,4,3,75.53,11.59,19.34,0.0,2,,,12.05,43.95,83.55,100.0,38.43,10145,0
EV102064,Lucid,Air,Hatchback,2023,BYD Battery,NMC,89.8,FWD,97282.1,3.3,Private,BAT-10002064,789,90.85,25.83,37.19,90.11,3.405,0.0229,248.56,25.07,38.52,0.201,96.19,95.42,81.58,,27,0.72,0.1,54.63,104.07,0.51,1.0,1,1,117.74,100.57,92.54,32.13,82.76,0.03,0.59,91.01,20.42,37.31,1.89,15.65,444.13,Mountainous,17.24,437.3,88.39,24,0,86.29,14.47,32.32,18.1,0,3,1,57.23,26.49,86.25,81.1,44.41,8900,0
EV102065,Volkswagen,ID.3,SUV,2018,Northvolt,NMC,84.42,AWD,171873.0,8.28,Fleet,BAT-10002065,1161,83.49,66.5,24.86,83.61,3.783,0.0287,366.95,15.93,,0.352,96.68,94.8,70.48,16.51,25,0.55,0.41,31.72,211.88,0.67,0.88,2,0,58.35,98.43,89.41,34.43,79.9,0.23,0.65,,18.78,28.49,12.47,55.7,1180.24,Hilly,39.34,1013.4,89.34,1,1,53.53,7.5,40.86,13.22,2,0,1,36.58,71.97,87.69,87.19,50.38,8280,0
EV102066,Lucid,Air,Hatchback,2020,Envision AESC,NMC,90.91,RWD,189818.2,5.85,Private,BAT-10002066,1149,,53.24,22.97,81.61,3.575,0.0008,332.48,20.9,31.21,0.435,96.24,96.22,74.36,18.2,17,0.6,0.29,26.99,174.85,0.93,0.18,1,3,22.76,126.06,62.77,35.66,35.66,0.13,0.71,48.45,-11.99,-3.91,,56.43,2008.12,Desert,16.93,609.7,88.89,,2,70.21,7.37,6.52,32.94,1,1,3,69.31,56.64,93.19,68.36,,6941,0
EV102067,BMW,iX1,SUV,2018,Envision AESC,NMC,83.5,AWD,138118.7,8.0,Fleet,BAT-10002067,1803,79.44,71.07,45.79,79.46,3.687,0.0057,339.2,12.5,25.57,0.502,96.42,96.06,66.33,20.56,11,,0.3,19.98,292.88,0.92,0.88,1,1,,118.65,35.71,28.67,55.02,0.52,0.65,94.0,-3.65,2.24,-7.09,60.38,493.92,Desert,76.61,791.1,84.4,27,1,62.61,14.38,11.31,29.22,1,1,0,56.65,76.36,88.92,87.66,,6968,0
EV102068,Rivian,R1T,Crossover,2022,,LTO,139.16,AWD,128331.9,3.83,Private,BAT-10002068,913,89.29,85.57,32.42,89.11,3.641,0.0089,334.97,23.88,35.45,0.345,97.01,96.02,124.26,10.71,31,0.14,0.74,,600.0,0.87,0.12,1,0,12.37,59.25,35.1,14.42,81.85,0.95,0.34,91.49,46.14,59.93,40.47,57.57,2481.31,Desert,1.29,445.7,69.93,,0,78.66,7.92,15.51,0.0,2,1,,22.54,38.7,87.71,95.38,28.24,10379,0
EV102069,Hyundai,Ioniq 5,Crossover,2015,Guoxuan,LFP,,RWD,293289.3,10.5,Private,BAT-10002069,2087,63.67,43.64,48.67,63.19,3.748,0.0115,,39.5,57.16,0.819,93.48,92.38,70.69,,16,0.14,0.81,19.42,403.45,,0.18,1,0,47.76,37.08,23.11,27.61,56.86,0.8,0.38,32.47,24.99,41.36,18.95,56.45,2095.45,Desert,23.97,,92.54,8,1,49.93,42.27,19.4,32.17,1,4,1,56.52,100.0,51.3,92.4,21.2,4822,1
EV102070,Rivian,R1S,Truck,2023,Panasonic,NMC,148.69,RWD,74814.4,2.67,,BAT-10002070,551,92.47,40.53,43.64,93.67,3.488,0.0092,261.6,25.58,31.32,0.264,96.41,96.73,137.49,7.53,32,,0.55,,221.03,0.42,0.13,1,1,66.27,33.01,65.18,51.47,73.65,0.1,0.48,26.17,-0.74,10.14,-19.09,48.33,2038.23,Coastal,87.99,624.0,,21,1,62.79,2.5,15.08,32.06,1,1,0,49.21,25.97,99.59,80.92,43.49,9821,0
EV102071,GM,Cadillac Lyriq,Truck,2016,SK On,LFP,148.38,RWD,213269.0,9.82,Private,BAT-10002071,1577,69.14,28.77,32.94,68.36,3.839,0.0079,345.51,39.52,51.05,0.605,94.12,93.67,102.59,30.86,40,0.15,0.67,24.65,573.52,0.13,0.36,3,0,61.45,90.0,50.88,63.9,86.3,0.38,0.81,41.41,5.03,16.24,-12.61,96.04,102.49,Mountainous,67.91,339.4,90.28,3,0,80.5,31.48,13.59,32.94,0,0,2,54.76,92.85,73.36,81.56,35.78,5699,0
EV102072,Tesla,Model S,Hatchback,2022,Northvolt,NMC,131.14,RWD,123400.4,3.96,Private,BAT-10002072,1106,90.08,11.97,41.13,92.82,3.51,0.0025,252.72,,51.8,,96.65,97.75,118.13,9.92,1,0.43,0.46,33.02,395.74,0.05,0.65,2,0,58.4,81.0,52.33,7.74,18.3,0.6,0.48,73.99,29.44,47.43,25.42,50.91,771.08,Coastal,12.22,871.0,89.11,18,0,,28.21,6.71,22.36,0,0,1,38.06,42.23,70.43,74.22,38.01,9512,0
EV102073,Mahindra,XUV400,Van,2017,Guoxuan,LMO,145.18,AWD,204156.3,8.99,Private,BAT-10002073,1746,82.81,34.73,,84.27,3.655,0.0167,354.54,23.44,42.31,0.565,97.09,96.26,120.22,17.19,24,0.3,0.53,15.44,481.46,0.53,0.27,2,0,16.18,,3.43,18.67,93.07,0.12,0.58,33.88,,34.4,11.58,94.78,2357.86,Mountainous,47.84,621.4,94.71,2,1,64.87,12.14,23.84,22.69,0,1,1,42.04,80.62,84.64,78.19,11.62,6447,0
EV102074,,XC40 Recharge,Hatchback,2023,Northvolt,NMC,65.67,FWD,69087.1,2.62,Private,BAT-10002074,483,88.79,57.91,51.48,,3.523,0.0158,359.35,28.8,,0.291,96.31,97.31,58.31,11.21,4,0.33,0.53,70.5,53.21,0.16,,3,0,79.76,60.29,89.77,34.66,7.41,0.62,0.9,47.91,23.25,32.49,12.89,87.97,1799.79,Coastal,9.7,1155.3,87.51,27,1,39.38,29.26,25.47,26.61,1,1,0,57.64,22.38,70.5,82.95,54.03,9492,0
EV102075,BYD,BE 6,Van,2023,Panasonic,LFP,73.79,RWD,184489.6,3.3,Private,BAT-10002075,1164,90.87,44.8,66.25,90.53,3.589,0.0125,308.65,28.87,38.11,0.172,97.79,96.2,67.05,9.13,8,0.37,0.39,40.21,127.25,0.16,0.4,1,1,86.67,87.38,59.11,68.14,4.81,0.63,0.92,64.48,39.06,49.37,,80.99,1120.39,Hilly,45.92,1407.2,84.35,8,0,41.61,8.1,16.55,0.0,1,0,0,36.04,36.47,89.99,83.67,54.81,10065,0
EV102076,GM,Chevrolet Bolt,Van,2022,BYD Battery,NMC,59.43,FWD,221062.8,4.14,Private,BAT-10002076,1677,83.88,58.11,45.79,80.31,3.445,0.0159,268.71,17.91,34.97,0.347,96.72,94.15,49.85,16.12,14,0.15,0.66,24.53,215.98,0.08,0.94,1,0,105.4,54.76,51.18,54.11,99.35,0.04,0.22,32.7,-4.04,13.44,-19.74,17.49,781.26,Flat,89.74,459.0,88.01,,2,72.37,8.11,28.46,32.94,2,1,1,53.99,48.57,90.01,97.35,37.56,8252,0
EV102077,Ford,F-150 Lightning,Van,2015,BYD Battery,NMC,116.0,AWD,289474.0,11.2,Fleet,BAT-10002077,2081,63.76,88.35,21.77,64.07,3.798,0.0105,326.63,42.65,,0.863,94.08,93.44,73.96,36.24,9,0.16,0.63,63.12,187.07,0.34,0.33,0,1,,122.97,97.11,96.45,30.68,0.13,0.98,144.84,3.2,21.66,-7.63,31.16,404.84,Coastal,99.71,1063.7,86.17,2,2,,48.87,21.21,32.94,,1,0,62.77,100.0,52.44,95.93,,4576,0
EV102078,BMW,iX,Truck,2023,SK On,NMC,124.14,AWD,305597.0,3.23,Private,BAT-10002078,2185,88.05,92.65,31.8,88.75,3.547,0.0016,266.03,31.55,50.19,0.353,97.18,95.66,109.31,11.95,15,0.41,0.56,55.72,171.68,0.52,0.31,0,1,18.11,113.18,59.68,74.27,45.54,0.99,0.26,105.81,-0.84,18.8,-15.45,32.92,949.54,Desert,6.13,922.4,94.32,6,1,59.78,28.11,7.66,32.94,0,3,1,55.54,63.73,70.15,,52.41,7422,0
EV102079,Volkswagen,ID.3,Crossover,2017,Northvolt,NMC,117.0,AWD,294416.9,9.26,Private,BAT-10002079,,70.41,26.75,39.81,69.99,3.468,0.0264,312.12,40.86,52.49,0.559,94.83,95.09,82.38,29.59,20,0.24,0.64,18.79,426.7,0.59,0.34,1,0,32.8,104.98,21.15,22.21,65.75,0.88,0.95,132.3,-7.88,0.69,-11.21,32.11,273.25,Desert,86.01,1345.5,84.5,18,0,37.32,35.83,37.49,32.94,0,1,0,57.68,93.08,65.17,85.22,37.01,6013,0
EV102080,Mercedes-Benz,EQE,Van,,Northvolt,NMC,130.55,RWD,267013.1,9.11,Fleet,BAT-10002080,2067,79.36,15.06,59.85,78.8,3.436,0.0168,357.34,15.1,,0.528,95.08,94.52,103.6,20.64,27,0.55,0.2,71.76,140.66,0.16,0.77,0,2,87.05,,40.93,7.88,0.87,0.31,0.0,44.47,47.21,57.41,33.54,38.68,1733.18,Desert,34.24,1193.7,72.74,26,0,51.9,15.51,23.88,0.0,1,3,0,43.92,87.29,84.5,76.2,34.56,6187,0
EV102081,Ford,F-150 Lightning,SUV,2016,CATL,LMO,114.58,FWD,152340.1,9.96,Private,BAT-10002081,1305,81.45,17.37,38.91,82.13,3.473,0.0506,,33.55,49.58,0.513,97.1,96.47,93.33,18.55,12,0.55,0.43,98.17,98.57,0.51,0.21,,0,85.39,90.63,94.6,2.66,41.0,0.61,0.14,76.63,47.59,54.88,39.94,57.48,2619.26,Hilly,53.26,1274.2,75.16,30,2,34.87,29.05,70.82,1.99,2,2,1,34.35,84.09,68.96,88.1,50.69,7728,0
EV102082,Porsche,Macan Electric,Sedan,2016,LG Energy Solution,NMC,31.65,AWD,290244.5,10.19,Private,BAT-10002082,2064,67.05,99.22,19.66,69.53,3.58,0.0124,325.78,14.53,33.93,0.758,94.99,92.47,21.22,32.95,33,0.38,0.52,13.81,162.25,0.93,0.41,0,0,26.84,117.93,97.8,14.69,42.27,0.77,0.06,188.28,39.06,49.22,23.13,36.68,482.34,Flat,8.96,643.5,81.47,0,3,62.92,11.26,23.77,0.0,0,1,1,40.12,89.86,90.68,91.25,69.88,5751,0
EV102083,Lucid,Air,Hatchback,2016,CATL,NMC,66.61,RWD,192921.2,10.18,Private,BAT-10002083,1869,70.43,39.76,74.07,69.88,3.75,0.0006,303.75,19.66,39.54,0.616,94.15,93.28,46.91,29.57,7,0.44,0.41,37.58,142.71,,0.04,1,0,101.71,78.56,21.62,3.64,87.33,0.5,0.44,91.28,38.7,53.69,35.46,26.02,2349.29,Coastal,50.02,1340.3,72.45,16,5,27.85,18.68,11.92,0.84,0,4,1,34.83,91.68,82.08,78.65,21.15,6539,0
EV102084,BMW,i4,SUV,2015,Guoxuan,NCA,77.6,RWD,400685.3,11.55,Fleet,BAT-10002084,2762,60.86,96.41,54.54,60.62,3.63,0.0001,254.1,31.51,48.95,0.777,94.92,93.83,47.23,39.14,11,0.41,0.47,17.53,440.77,0.27,0.76,2,1,58.24,114.58,4.65,99.89,42.1,0.57,0.08,112.24,0.47,,-13.94,91.92,1494.75,Desert,41.7,813.5,85.22,,2,59.97,22.28,6.09,32.94,0,,2,65.02,100.0,79.15,85.4,42.98,3333,1
EV102085,Volkswagen,ID.3,Truck,2022,CATL,LFP,73.38,FWD,129927.4,4.3,Private,BAT-10002085,1110,88.89,64.08,27.71,91.16,3.738,0.0025,377.54,,50.52,0.309,97.83,95.64,65.23,11.11,4,0.41,0.36,81.42,83.69,0.36,0.62,1,0,33.94,56.71,25.94,82.52,8.41,0.1,0.86,28.38,-21.99,-2.66,-27.67,8.82,1956.42,Hilly,17.35,571.3,90.81,17,0,82.65,28.64,6.41,32.94,0,0,1,47.15,43.59,73.99,88.24,41.63,9649,0
EV102086,Ford,Mustang Mach-E,,,Guoxuan,NMC,139.25,FWD,111433.8,5.95,Fleet,BAT-10002086,774,86.61,47.95,26.35,86.73,3.614,0.0016,310.8,26.85,46.73,0.284,96.29,95.21,120.6,13.39,37,0.22,0.72,63.85,154.17,0.07,0.83,1,1,108.98,18.41,54.46,32.43,43.52,0.11,0.81,17.6,9.51,17.25,1.86,32.71,2303.51,Flat,75.53,795.1,96.55,7,2,57.06,23.58,7.7,32.94,1,1,0,46.46,48.34,72.91,92.7,24.13,8493,0
EV102087,Mahindra,BE 6,Truck,2021,Panasonic,NMC,100.43,,215731.2,5.41,Fleet,BAT-10002087,1371,88.69,84.39,52.9,88.93,3.701,0.0066,347.89,24.78,33.03,0.267,96.83,95.12,89.07,11.31,15,0.26,0.66,32.45,308.82,0.89,0.5,1,1,36.82,35.92,65.38,83.07,18.14,0.39,0.06,101.5,-16.06,-6.41,-23.63,68.23,2525.78,Mountainous,11.74,108.6,89.72,21,0,96.27,4.14,9.34,32.94,0,2,0,57.75,52.37,95.41,83.88,63.65,9121,0
EV102088,BYD,,SUV,2017,BYD Battery,LFP,35.98,FWD,207531.4,8.92,Private,BAT-10002088,1173,73.4,82.38,34.61,73.52,3.68,0.0157,283.36,26.52,32.32,0.581,96.13,93.93,26.41,26.6,18,0.53,0.41,50.59,42.28,0.13,0.24,0,0,71.59,117.19,44.15,33.67,28.89,0.58,0.5,100.41,31.5,49.81,26.5,54.9,933.57,Flat,32.27,1144.8,,26,,47.11,8.11,23.83,0.82,1,1,0,31.38,70.35,88.86,88.75,46.77,7879,0
EV102089,MG,ZS EV,Van,2016,Northvolt,LFP,,,172305.4,10.09,Private,BAT-10002089,1234,76.06,56.01,25.65,77.26,3.772,0.0108,339.48,26.22,39.5,0.518,94.67,93.48,31.88,23.94,30,0.51,0.28,78.43,52.61,0.21,0.28,2,1,17.22,49.84,2.25,95.84,4.65,0.75,0.39,38.52,39.26,46.72,23.49,35.19,608.53,Flat,40.29,297.2,87.84,19,0,84.3,9.58,16.11,0.24,0,1,1,33.5,83.02,90.36,70.02,44.29,7167,0
EV102090,BMW,iX,Sedan,2020,CATL,NMC,77.99,RWD,162259.7,5.61,Fleet,BAT-10002090,1207,,79.97,50.29,86.6,3.539,0.0154,283.12,,25.61,0.264,97.44,96.59,66.49,14.75,17,0.34,0.52,25.26,272.69,0.77,0.07,2,0,27.83,93.26,9.48,89.29,88.62,0.51,0.72,128.31,20.05,34.59,16.99,32.54,1700.98,Desert,9.25,917.4,87.14,8,0,62.02,9.94,24.0,5.56,2,2,1,40.71,48.54,91.7,83.49,38.03,8005,0
EV102091,Renault,Megane E-Tech,SUV,2020,Panasonic,LTO,67.38,RWD,174478.5,,Private,BAT-10002091,1605,81.79,57.44,25.5,81.25,3.602,0.0095,309.77,23.61,37.37,0.629,96.51,94.29,55.11,18.21,25,0.59,0.18,70.88,60.52,0.44,0.76,1,1,22.22,80.05,18.99,12.29,97.55,0.53,0.03,53.64,-6.23,0.52,-11.46,67.79,198.84,Mountainous,5.19,1092.4,87.58,12,1,52.31,3.02,18.1,32.94,3,0,0,62.22,61.86,95.13,82.89,16.55,7250,0
EV102092,MG,Comet EV,Hatchback,2015,,NMC,89.37,RWD,261504.9,11.04,Private,BAT-10002092,1505,79.57,78.6,41.07,79.57,3.602,0.0586,266.55,17.95,26.19,,96.59,93.87,71.11,20.43,9,0.18,0.69,16.27,301.01,0.68,0.93,1,1,,84.18,27.39,59.34,90.33,0.47,0.04,153.05,42.75,55.06,23.68,70.24,473.32,Coastal,26.2,1207.2,77.07,17,0,58.9,11.56,77.51,0.0,0,2,0,29.84,86.85,88.42,96.9,39.89,7360,0
EV102093,Tesla,Model Y,Truck,2019,Northvolt,LFP,30.83,FWD,,6.92,Private,BAT-10002093,1656,78.17,87.79,38.88,75.79,3.382,0.0174,284.09,42.55,52.6,0.468,96.26,95.71,24.1,21.83,1,0.51,0.38,18.89,144.09,0.8,0.8,1,1,101.52,,60.57,5.88,21.23,0.21,0.41,87.07,-23.15,-14.48,-40.31,63.85,119.56,Mountainous,27.08,248.7,94.23,19,,91.23,31.03,25.59,32.94,0,0,0,60.57,70.81,67.45,82.69,35.18,6966,0
EV102094,Rivian,R1S,Hatchback,2016,BYD Battery,LFP,92.09,AWD,154407.3,10.2,Private,BAT-10002094,1523,79.86,17.56,53.31,77.96,3.615,0.0235,274.74,27.37,45.08,0.548,95.09,94.95,73.54,20.14,,0.39,0.46,35.9,239.4,0.07,0.55,2,0,41.58,91.45,47.58,72.61,76.13,,0.05,44.5,17.18,22.44,11.54,59.42,131.05,Desert,53.32,599.1,93.77,27,2,,1.84,35.2,27.9,,0,2,55.23,83.17,99.62,71.14,43.2,7474,0
EV102095,Tesla,Model Y,Truck,2016,Guoxuan,LFP,108.54,FWD,,9.85,Private,BAT-10002095,1687,75.17,41.61,52.47,74.46,3.586,0.0073,347.84,30.52,41.48,0.695,95.77,,81.59,24.83,14,0.3,0.67,30.74,315.17,0.9,0.35,4,0,82.49,22.55,44.4,94.78,73.1,0.6,0.44,19.52,-22.42,-3.42,-27.46,96.79,1795.85,Mountainous,44.25,461.4,89.74,10,1,77.99,7.24,13.46,32.94,0,1,0,48.13,88.11,92.77,76.44,38.29,6134,0
EV102096,Mercedes-Benz,EQE,Truck,2018,Panasonic,LFP,52.12,AWD,216882.5,7.83,Fleet,BAT-10002096,1665,85.0,,32.72,,3.714,0.0008,382.54,18.33,31.69,0.447,96.69,94.89,44.3,15.0,28,0.29,0.7,29.7,172.0,0.9,0.9,1,0,,122.96,46.48,57.95,28.88,,0.65,157.09,46.16,,38.35,60.74,2152.49,Coastal,86.75,472.2,75.81,23,1,77.07,22.72,5.65,0.0,1,,1,22.94,65.87,75.1,90.12,53.02,9041,0
EV102097,Nissan,Ariya,Sedan,2015,Envision AESC,NMC,85.66,FWD,163739.3,10.72,Private,BAT-10002097,1795,85.39,31.04,,87.41,3.669,0.0159,282.51,18.21,38.19,0.441,96.23,96.5,73.15,14.61,41,0.5,0.37,36.61,185.99,,0.42,1,0,19.13,71.43,51.96,15.34,57.55,0.55,0.02,49.14,44.84,54.5,39.86,27.49,637.11,Mountainous,59.57,,84.18,25,0,67.7,7.36,24.02,0.0,0,1,1,32.98,85.46,94.35,85.69,26.01,8566,0
EV102098,Kia,EV6,Truck,2019,CATL,NMC,37.09,,237896.9,7.29,Private,BAT-10002098,1696,79.92,19.64,18.87,78.02,3.702,0.0091,340.58,35.34,51.66,0.453,96.8,95.7,29.64,20.08,23,0.1,0.83,158.65,13.62,0.67,0.51,1,0,,19.78,89.43,41.97,82.31,0.96,0.67,16.19,31.48,,26.66,29.15,588.0,Desert,77.53,1164.2,95.84,6,2,36.19,36.89,17.86,20.18,0,1,1,42.49,68.29,62.76,100.0,39.86,7301,0
EV102099,Porsche,Macan Electric,Hatchback,2021,CATL,LMO,42.91,AWD,196784.4,4.64,Fleet,BAT-10002099,1466,91.0,14.48,51.9,91.64,3.658,0.0118,,15.47,24.78,0.287,97.76,97.82,39.05,9.0,17,0.31,0.68,83.93,31.39,0.49,0.75,0,0,26.13,68.24,62.07,12.82,50.32,0.73,0.22,29.28,28.5,38.67,9.62,20.92,662.8,Hilly,20.43,824.2,87.08,4,1,65.96,14.18,18.88,0.0,,1,0,30.03,50.22,86.89,100.0,32.33,9464,0
EV102100,Rivian,R1S,Truck,2020,Northvolt,NMC,121.95,,113235.6,5.5,Private,BAT-10002100,1010,86.67,11.1,68.92,89.92,3.616,0.0053,263.97,34.63,45.33,0.429,97.49,96.51,105.69,13.33,19,0.28,0.65,128.76,62.02,0.41,0.3,0,1,24.55,55.56,75.76,85.18,83.6,0.9,0.99,50.64,-1.59,9.78,-7.19,21.42,259.04,Hilly,36.47,1126.4,88.12,9,2,43.01,18.87,11.2,,1,1,2,61.25,48.4,81.81,85.41,49.31,8002,0
EV102101,Honda,e:N1,Truck,2022,Panasonic,LTO,89.27,AWD,93324.1,3.83,,BAT-10002101,754,90.44,20.58,12.07,91.87,3.615,0.0021,260.28,18.99,24.53,0.23,98.01,95.12,80.74,9.56,2,0.18,0.65,16.4,473.26,0.41,0.88,4,0,50.7,70.96,94.81,7.96,39.84,0.85,0.25,81.5,-1.11,4.09,-12.04,96.49,344.75,Hilly,35.62,36.3,92.77,7,0,100.0,4.72,4.88,25.64,0,2,0,37.83,28.65,95.72,85.08,48.56,9859,0
EV102102,GM,Chevrolet Bolt,Hatchback,2018,Guoxuan,LFP,130.04,AWD,170621.7,7.95,Fleet,BAT-10002102,1314,77.8,53.22,39.38,75.48,3.832,0.002,394.7,27.6,34.51,0.565,,94.5,101.17,22.2,31,0.34,0.61,75.94,143.95,0.91,0.84,0,,48.24,60.06,64.05,94.21,40.91,0.62,0.72,57.98,9.74,20.59,-1.1,13.58,1648.02,Hilly,51.24,156.1,84.37,11,3,86.67,9.94,9.33,24.77,0,0,1,44.69,67.29,88.9,91.79,52.09,5934,0
EV102103,Kia,EV6,SUV,2024,LG Energy Solution,NMC,106.72,AWD,167988.4,2.07,Private,BAT-10002103,1107,92.03,94.06,42.42,90.81,3.695,0.0292,380.58,21.29,32.43,0.306,96.92,96.93,98.21,7.97,34,0.28,0.56,26.6,215.0,0.59,0.17,3,0,107.5,85.58,35.13,32.2,42.81,0.82,0.97,52.42,-20.92,-4.84,-30.66,86.05,1119.71,Hilly,19.75,141.3,92.99,25,0,91.19,5.43,41.19,,0,3,0,,37.06,96.99,79.0,35.86,10226,0
EV102104,Mahindra,BE 6,Truck,2023,Panasonic,LMO,123.68,FWD,135800.9,2.99,Private,BAT-10002104,901,90.77,86.34,25.94,90.23,3.592,0.004,280.18,22.42,42.22,0.397,96.43,96.29,,9.23,17,0.19,0.6,23.79,501.59,0.79,,4,0,37.46,113.92,44.7,6.5,87.19,0.84,1.0,67.64,32.09,39.19,14.24,33.57,760.43,Coastal,51.37,785.8,89.04,30,2,54.83,12.78,9.75,10.13,2,3,1,32.42,34.16,89.82,87.04,29.32,9967,0
